Order_ID,Customer_ID,Customer_Name,Email,Phone,Movie_Title,Theatre,City,Show_Date,Show_Time,Booking_Date,Seat_Type,Quantity,Price,Discount,Total_Amount,Payment_Mode,Payment_Status,Booking_Channel,Seat_Numbers,Feedback_Score,Remarks,Sales_Agent,Is_Refunded,Booking_ID,Screen,Ticket_Type,Promo_Code,Loyalty_Points
ORD106918,CUST4068,Sangeetha K,sangeetha44example.com,12345,Final Alarm,PVR Phoenix,Kolkata,15-02-2025,21:15,25-01-2025,,2,214.61,-5,460.69,UPI,,Box Office,"B6,B30",2,,Agent A,FALSE,BKG54264,Screen 1,Single,FREESNACK,0
ORD103120,CUST37259,Priya Singh,priya291@example.com,98765 43210,Broken Strings,Cinepolis Plaza,Kolkata,08-06-2021,23:00,09-05-2021,Balcony,1,769.75,5,741.26,UPI,,,A25,,Cancelled,Agent C,TRUE,BKG62351,Screen 3,,FREESNACK,0
ORD107475,CUST92999,John Doe,john431@example.com,9.16096E+11,Space Riders,PVR Phoenix,Bengaluru,07-03-2024,22:45,17-02-2024,,4,357.36,0,1409.43,card,Paid,,"B21,B12,C27,A24",-1,Late arrival,Agent C,FALSE,BKG73268,Screen 1,Combo,NEW50,50
ORD103814,CUST45174,,user409@example.com,98765 43210,Ocean's Whisper,Grand Theatre,,23-10-2021,14:00,25-09-2021,,2,1423.8,15,2400.46,Cahs,,online,"C18,C26",,Cancelled,Agent A,TRUE,BKG48888,,Family,NEW50,
ORD103089,CUST90173,,user733@example.com,,Final Alarm,PVR Phoenix,Mumbai,09-11-2023,19:15,09-11-2023,premium ,0,1217.96,10,3795.99,,Pending,online,,,Late arrival,Agent C,FALSE,BKG25120,Screen 1,Single,save10,10
ORD106101,CUST75467,Ravi Kumar,ravi835@example.com,9.18943E+11,Midnight Sonata,Grand Theatre,Bengaluru,21-10-2022,22:00,06-10-2022,Premium,1,183.37,5,174.2,Cahs,Pending,Third-Party,C22,6,,Agent C,TRUE,BKG92232,Screen 3,Combo,NEW50,
ORD109675,CUST83954,Ravi Kumar,ravi99@example.com,,,Grand Theatre,,25-10-2023,10:45,23-10-2023,premium ,0,573.75,25,,Online,Paid,Online,,1,Cancelled,Agent C,,BKG80125,Screen 3,Single,,10
ORD105548,CUST19924,Priya Singh,priya207@example.com,98765 43210,Ocean's Whisper,Inox Mall,Pune,23-03-2024,14:45,12-03-2024,,,,-5,3060.5,Online,,Third-Party,,-1,,Agent B,FALSE,BKG58103,Screen 3,Family,,100
ORD106775,CUST15057,,user464@example.com,12345,House of Tricks,Inox Mall,Ahmedabad,23-04-2024,10:30,12-04-2024,Reguler,,1379.95,25,,UPI,Pending,Box Office,,4,VIP guest,Agent A,,BKG65562,Screen 2,Family,save10,200
ORD102650,CUST2793,,user636@example.com,98765 43210,The Last Frontier,PVR Phoenix,Chennai,30-06-2019,11:15,24-06-2019,Balcony,2,777.08,50,787.08,Card,Pending,Third-Party,"B3,A28",4,,Agent C,,BKG92111,,Single,FREESNACK,
ORD102747,CUST53148,Priya Singh,priya494@example.com,12345,Ocean's Whisper,Inox Mall,,10-08-2022,18:00,13-07-2022,Reguler,1,1261.43,10,1135.29,card,Paid,Online,A8,6,Cancelled,,,BKG15323,Screen 2,,FREESNACK,0
ORD103550,CUST75161,Sangeetha K,sangeetha434@example.com,12345,Ocean's Whisper,Inox Mall,Ahmedabad,05-09-2025,10:30,02-09-2025,VIP,2,-50,5,-85,Cahs,,,"C30,C29",6,,Agent A,TRUE,BKG20568,,Single,save10,100
ORD103116,CUST9054,Sangeetha K,sangeetha474@example.com,98765 43210,House of Tricks,Regal Cinema,Bengaluru,17-07-2025,14:45,05-07-2025,Regular,3,1164.15,5,3297.84,card,Failed,online,"A11,C26,C24",5,,,FALSE,BKG25591,Screen 2,,,0
ORD106448,CUST2123,John Doe,john186@example.com,12345,Love & Pixels,Regal Cinema,Hyderabad,27-05-2020,09:00,06-05-2020,VIP,-1,1354.31,5,,Cahs,Pending,Online,,6,Cancelled,Agent B,TRUE,BKG40719,Screen 3,Family,,50
ORD101754,CUST22734,Sangeetha K,,,Ocean's Whisper,Regal Cinema,,08-11-2023,21:30,13-10-2023,Balcony,3,967.55,5,2757.52,Online,Pending,Online,"A23,C23,B12",2,VIP guest,Agent C,FALSE,BKG90430,,Family,,200
ORD105311,CUST51605,Ravi Kumar,ravi279@example.com,98765 43210,Hidden Truths,Regal Cinema,Pune,11-04-2019,22:00,29-03-2019,Regular,3,964.15,10,2583.19,Card,Pending,Online,"C8,A1,C3",4,Late arrival,,TRUE,BKG61206,Screen 2,Single,save10,10
ORD101481,CUST3804,John Doe,john892@example.com,12345,Hidden Truths,,Pune,07-08-2025,15:45,15-07-2025,Balcony,0,1260.14,5,,,Failed,third party,,1,VIP guest,Agent A,,BKG35292,,Combo,,100
ORD109472,CUST59642,Priya Singh,priya614@example.com,12345,Space Riders,,,18-07-2019,19:45,29-06-2019,VIP,-1,1081.95,,,Cash,Failed,Online,,-1,,Agent A,FALSE,BKG34790,Screen 3,Combo,NEW50,200
ORD104570,CUST82965,,,,Love & Pixels,Regal Cinema,Kolkata,01-09-2023,19:45,19-08-2023,premium ,-1,915.27,0,,Card,,third party,,4,,Agent B,TRUE,BKG43109,Screen 3,,FREESNACK,100
ORD105547,CUST63418,Sangeetha K,sangeetha108@example.com,,Ocean's Whisper,Inox Mall,Bengaluru,02-04-2019,13:00,19-03-2019,Reguler,1,1470.68,25,1103.01,,Pending,third party,B17,,VIP guest,Agent C,FALSE,BKG44102,,Family,,50
ORD106311,CUST10417,,user280@example.com,,Love & Pixels,PVR Phoenix,Kolkata,10-09-2019,17:45,15-08-2019,Regular,3,-50,,-150,card,Paid,third party,"C29,A7,A12",1,VIP guest,,TRUE,BKG20815,Screen 2,Family,FREESNACK,100
ORD107887,CUST95183,,user991@example.com,12345,Broken Strings,Regal Cinema,Delhi,18-01-2020,11:45,21-12-2019,VIP,2,863.54,5,1620.73,UPI,Failed,Box Office,"C8,C14",1,,Agent B,FALSE,BKG68715,,Family,save10,100
ORD105999,CUST61369,,user170@example.com,98765 43210,Broken Strings,Cinepolis Plaza,,11-08-2025,14:00,07-08-2025,premium ,2,1386.8,0,2773.61,card,Paid,Third-Party,"B26,A21",5,Late arrival,Agent C,FALSE,BKG37227,Screen 1,,save10,100
ORD100979,CUST28960,,user745@example.com,12345,Love & Pixels,Regal Cinema,Pune,16-09-2019,19:15,21-08-2019,Premium,4,598.64,5,2254.83,Cahs,,third party,"A14,C7,B30,C20",2,Cancelled,,FALSE,BKG41957,Screen 2,Combo,NEW50,200
ORD103528,CUST17655,,user873@example.com,12345,Midnight Sonata,,Ahmedabad,01-08-2020,17:00,19-07-2020,VIP,,111.28,5,,Online,,Online,,3,,Agent C,,BKG17630,Screen 2,Family,NEW50,50
ORD100549,CUST82946,,user54@example.com,9.19793E+11,,Cinepolis Plaza,Pune,10-04-2023,20:30,20-03-2023,Regular,1,930.22,5,883.71,UPI,Pending,,B28,,VIP guest,Agent C,FALSE,BKG61534,,,FREESNACK,0
ORD107263,CUST92767,Sangeetha K,sangeetha421@example.com,12345,Ocean's Whisper,,Delhi,17-08-2024,11:15,25-07-2024,premium ,3,1061,-5,3352.16,,,third party,"C12,B25,A11",1,Late arrival,Agent B,FALSE,BKG67114,Screen 2,Combo,,0
ORD109828,CUST27822,,user191@example.com,9.18403E+11,,Regal Cinema,Bengaluru,12-08-2024,17:15,08-08-2024,VIP,1,1446.74,,1426.74,,Pending,online,B27,,Late arrival,,FALSE,BKG85882,Screen 1,Single,,
ORD108911,CUST92106,Ravi Kumar,ravi586@example.com,98765 43210,Broken Strings,Inox Mall,Pune,03-10-2023,22:15,18-09-2023,Balcony,,1335.79,15,,Online,,,,3,Cancelled,Agent A,FALSE,BKG82493,Screen 1,Combo,FREESNACK,50
ORD109409,CUST14312,Priya Singh,priya683@example.com,9.18477E+11,Hidden Truths,Regal Cinema,Bengaluru,19-01-2021,16:30,15-01-2021,Balcony,,1095.28,50,,Cash,,Online,,3,VIP guest,Agent B,FALSE,BKG25158,,Family,FREESNACK,
ORD108502,CUST39745,Priya Singh,,9.19327E+11,Midnight Sonata,Inox Mall,Pune,13-08-2020,23:00,03-08-2020,Reguler,1,1024.05,25,748.04,,Pending,online,A22,4,,Agent C,TRUE,BKG83454,Screen 2,Family,NEW50,200
ORD101425,CUST14717,John Doe,john592@example.com,12345,Broken Strings,Grand Theatre,Ahmedabad,09-02-2020,14:30,17-01-2020,Premium,1,435.31,-5,437.07,,Pending,Online,C7,5,Cancelled,Agent C,FALSE,BKG90774,,Single,save10,50
ORD102906,CUST75376,,user940@example.com,,,Grand Theatre,Chennai,04-06-2019,16:30,03-06-2019,VIP,4,698.53,0,2774.11,Cahs,,Third-Party,"C26,A9,A16,B29",,,Agent A,TRUE,BKG53658,Screen 3,Combo,NEW50,100
ORD103319,CUST18596,Sangeetha K,sangeetha42@example.com,9.1965E+11,Space Riders,Grand Theatre,,17-06-2019,16:00,12-06-2019,,-1,564.71,,694.39,,Failed,,,1,,Agent B,FALSE,BKG16878,Screen 1,Combo,NEW50,10
ORD105264,CUST78865,Priya Singh,priya891@example.com,9.16473E+11,House of Tricks,PVR Phoenix,Ahmedabad,20-11-2022,13:45,15-11-2022,Regular,-1,1328.48,-5,,Cahs,Failed,Online,,6,Late arrival,,FALSE,BKG69100,Screen 2,Family,,10
ORD100576,CUST15674,Amit Sharma,amit986@example.com,12345,,Grand Theatre,Mumbai,17-10-2019,17:45,19-09-2019,Reguler,2,648.52,5,1242.19,UPI,Pending,third party,"B17,B15",1,,Agent B,TRUE,BKG44013,Screen 1,,save10,10
ORD106903,CUST46085,Ravi Kumar,ravi430@example.com,9.18455E+11,Midnight Sonata,Inox Mall,Ahmedabad,10-11-2019,14:30,03-11-2019,,-1,1336,15,1137.76,Card,,Online,,4,VIP guest,Agent B,FALSE,BKG80065,Screen 3,,,50
ORD101452,CUST31961,,user959@example.com,,Space Riders,PVR Phoenix,Kolkata,01-02-2023,09:00,19-01-2023,Premium,-1,364.07,50,,Cash,Failed,Online,,2,Cancelled,Agent B,FALSE,BKG18943,Screen 1,Family,,50
ORD107195,CUST91310,Ravi Kumar,ravi943@example.com,98765 43210,Ocean's Whisper,Regal Cinema,Kolkata,17-11-2023,14:45,16-11-2023,,2,255.2,-5,545.93,Card,Paid,,"C16,A4",-1,Cancelled,Agent A,FALSE,BKG69316,,Combo,,50
ORD101320,CUST97912,,user138@example.com,98765 43210,The Last Frontier,Regal Cinema,Hyderabad,27-08-2021,12:30,30-07-2021,Balcony,3,566.94,-5,1795.87,,Paid,third party,"B26,A17,A24",2,,,TRUE,BKG83418,,Family,save10,100
ORD104541,CUST95472,Priya Singh,priya857@example.com,98765 43210,Ocean's Whisper,Cinepolis Plaza,,08-08-2025,17:00,31-07-2025,Premium,4,498.19,5,1873.14,Cahs,Paid,Online,"A30,A4,C11,C28",5,,Agent C,FALSE,BKG86792,,Combo,save10,100
ORD100849,CUST1490,,user736@example.com,9.19557E+11,The Last Frontier,Cinepolis Plaza,,18-05-2021,19:15,18-05-2021,premium ,4,1121.23,-5,4689.15,card,Failed,Box Office,"A18,C4,C10,A22",6,,Agent B,FALSE,BKG56658,Screen 1,Single,save10,50
ORD109037,CUST87678,Priya Singh,priya801@example.com,98765 43210,The Last Frontier,Regal Cinema,Pune,16-03-2025,16:30,19-02-2025,Premium,4,250.12,50,500.24,Cash,Failed,,"C24,A18,A15,B24",3,VIP guest,Agent A,,BKG57910,Screen 1,Combo,FREESNACK,
ORD109236,CUST34576,Priya Singh,priya325example.com,12345,Hidden Truths,Regal Cinema,Mumbai,16-12-2020,20:00,14-12-2020,Reguler,2,893.52,25,1350.28,,Pending,online,"A19,A25",-1,VIP guest,,FALSE,BKG33140,Screen 1,Combo,NEW50,100
ORD104723,CUST1725,Ravi Kumar,ravi972@example.com,12345,Final Alarm,Regal Cinema,Bengaluru,23-01-2022,12:00,12-01-2022,Reguler,4,1053.58,-5,4435.05,Cash,Failed,third party,"C29,C3,A8,A21",6,Late arrival,Agent B,FALSE,BKG16638,,Combo,,50
ORD104443,CUST19953,Amit Sharma,amit476@example.com,12345,Broken Strings,,Kolkata,13-04-2021,21:00,13-04-2021,Regular,0,1216.03,15,,UPI,Paid,third party,,3,,,,BKG70629,,Single,FREESNACK,0
ORD100341,CUST70152,Priya Singh,priya678@example.com,12345,Broken Strings,Inox Mall,Delhi,16-12-2021,21:30,24-11-2021,Reguler,0,1212.22,15,,Card,,Online,,4,,Agent B,FALSE,BKG34630,,Single,,0
ORD105939,CUST16865,,user173@example.com,98765 43210,Space Riders,Regal Cinema,Delhi,13-12-2021,09:30,10-12-2021,,3,523.62,0,1550.85,UPI,Failed,Box Office,"A12,B4,A26",5,VIP guest,Agent B,FALSE,BKG58907,Screen 1,,FREESNACK,100
ORD106168,CUST94628,,,12345,The Silent Echo,Inox Mall,Bengaluru,15-12-2021,10:15,04-12-2021,Regular,1,1477.74,15,1256.08,Cahs,Paid,Box Office,A10,,Cancelled,Agent A,FALSE,BKG29740,,Combo,FREESNACK,50
ORD104873,CUST25438,Ravi Kumar,ravi280@example.com,9.1737E+11,Space Riders,,Chennai,31-05-2020,21:45,17-05-2020,,2,451.77,50,461.77,Card,Pending,online,"C7,B28",6,VIP guest,Agent B,FALSE,BKG97101,,Family,FREESNACK,10
ORD109186,CUST11607,Amit Sharma,amit426@example.com,12345,Broken Strings,Cinepolis Plaza,Kolkata,15-06-2025,23:15,14-06-2025,,2,1423.25,,2846.51,,,third party,"C17,B4",5,Cancelled,Agent B,TRUE,BKG65886,Screen 3,Family,,
ORD104743,CUST55764,John Doe,,98765 43210,House of Tricks,,Pune,08-10-2021,15:15,25-09-2021,Reguler,-1,102.89,,,UPI,Pending,Box Office,,5,Late arrival,Agent C,TRUE,BKG54425,Screen 1,Single,FREESNACK,10
ORD101871,CUST69531,,user402@example.com,98765 43210,Final Alarm,Grand Theatre,Kolkata,26-06-2025,18:15,27-05-2025,Premium,0,475.91,,,card,Paid,Online,,1,Cancelled,Agent C,FALSE,BKG47368,Screen 3,Combo,NEW50,10
ORD109733,CUST36608,,user659@example.com,9.17711E+11,House of Tricks,,Kolkata,21-09-2020,14:00,23-08-2020,Reguler,3,1397.45,-5,4401.98,UPI,,online,"C22,B14,C23",-1,Late arrival,Agent C,TRUE,BKG69990,Screen 1,Combo,NEW50,50
ORD108996,CUST4855,Sangeetha K,sangeetha767@example.com,12345,Love & Pixels,,Mumbai,20-04-2020,10:30,09-04-2020,Regular,2,749.65,15,1274.41,Cahs,,Online,"C27,A14",3,VIP guest,,FALSE,BKG88917,Screen 2,Single,,10
ORD100303,CUST69235,,user834@example.com,9.1873E+11,House of Tricks,Regal Cinema,Hyderabad,05-01-2020,19:00,03-01-2020,Regular,2,783.51,0,1567.01,Cahs,Failed,third party,"B26,A14",3,Cancelled,,TRUE,BKG98706,Screen 1,,NEW50,100
ORD105022,CUST44982,John Doe,john730@example.com,9.19661E+11,House of Tricks,Inox Mall,Hyderabad,13-01-2025,17:00,28-12-2024,VIP,,784.22,15,,Card,Paid,third party,,,Late arrival,Agent C,TRUE,BKG64189,,Combo,,200
ORD108447,CUST49921,,user112@example.com,98765 43210,House of Tricks,PVR Phoenix,Delhi,30-03-2024,14:45,08-03-2024,Regular,2,1468.54,15,2506.51,Card,Paid,Box Office,"A16,A21",-1,,Agent C,FALSE,BKG18189,Screen 1,Family,,0
ORD104771,CUST72548,Sangeetha K,sangeetha133@example.com,9.1727E+11,,Grand Theatre,Ahmedabad,10-11-2024,13:30,29-10-2024,Premium,0,404.14,50,,Card,Pending,third party,,1,VIP guest,Agent B,FALSE,BKG59667,Screen 3,,,0
ORD106173,CUST99733,Ravi Kumar,ravi347@example.com,,House of Tricks,,,06-07-2025,09:15,26-06-2025,Reguler,-1,,5,2135.99,card,,,,,,Agent C,FALSE,BKG99927,,Single,NEW50,0
ORD106404,CUST90265,Sangeetha K,sangeetha717@example.com,98765 43210,Final Alarm,Regal Cinema,Hyderabad,22-06-2021,17:30,22-06-2021,Regular,1,1034.69,10,911.22,UPI,Pending,Third-Party,B12,1,VIP guest,Agent C,TRUE,BKG61557,,,FREESNACK,100
ORD107071,CUST69309,,user493@example.com,,,Inox Mall,Ahmedabad,23-07-2024,14:15,02-07-2024,VIP,0,380.99,50,,Online,Paid,third party,,6,,,FALSE,BKG14198,Screen 3,Family,FREESNACK,200
ORD104680,CUST50269,Ravi Kumar,ravi516@example.com,9.19415E+11,House of Tricks,Regal Cinema,Hyderabad,05-09-2021,17:30,23-08-2021,Reguler,4,893.04,-5,3760.75,,Failed,,"B14,B8,B24,C21",,,Agent A,TRUE,BKG29093,Screen 2,Family,,50
ORD109722,CUST19367,John Doe,john737@example.com,98765 43210,Space Riders,Inox Mall,Bengaluru,14-07-2020,09:15,09-07-2020,Balcony,0,1252.77,25,,Cash,Failed,Box Office,,3,Late arrival,Agent A,FALSE,BKG71306,,Family,,200
ORD103240,CUST12650,,user431@example.com,98765 43210,The Last Frontier,PVR Phoenix,Kolkata,05-11-2023,14:15,31-10-2023,Reguler,4,310.71,10,1098.55,Card,,Third-Party,"A12,C20,B17,A16",2,Cancelled,Agent B,TRUE,BKG81837,Screen 3,Single,save10,50
ORD108499,CUST68319,,,12345,Final Alarm,Inox Mall,Mumbai,24-01-2019,13:45,22-01-2019,VIP,1,173.6,15,127.56,,,Third-Party,B4,2,,,TRUE,BKG52813,,,save10,10
ORD109772,CUST79103,John Doe,john748@example.com,,Final Alarm,,,30-03-2025,17:30,27-03-2025,,0,340.83,5,,,,online,,-1,VIP guest,Agent C,FALSE,BKG97319,,,FREESNACK,0
ORD103045,CUST92646,,user19@example.com,9.16231E+11,House of Tricks,Grand Theatre,Delhi,28-03-2021,12:45,27-03-2021,VIP,4,326.65,,1306.59,Card,,Box Office,"A11,B15,B3,B15",5,Late arrival,Agent C,,BKG39439,,Family,FREESNACK,200
ORD104392,CUST61155,,user489@example.com,98765 43210,Space Riders,Cinepolis Plaza,Delhi,03-11-2020,17:30,10-10-2020,VIP,,829.79,50,,card,Pending,,,-1,Late arrival,Agent A,TRUE,BKG37203,Screen 1,Family,,100
ORD107594,CUST62939,Sangeetha K,sangeetha282@example.com,98765 43210,The Last Frontier,Regal Cinema,Ahmedabad,06-08-2021,19:00,25-07-2021,premium ,3,976.79,50,1465.18,Card,Pending,third party,"B20,A30,A3",,,,TRUE,BKG25059,Screen 3,Combo,NEW50,0
ORD107552,CUST58577,,user5@example.com,12345,Ocean's Whisper,Regal Cinema,Delhi,15-01-2023,13:45,22-12-2022,Regular,-1,805.92,15,,,Failed,Third-Party,,,,Agent C,TRUE,BKG20531,Screen 1,Family,,200
ORD108456,CUST27589,Amit Sharma,amit316@example.com,9.19022E+11,The Last Frontier,,Ahmedabad,24-12-2019,23:30,05-12-2019,VIP,1,1427.08,0,1437.08,Card,Paid,,A7,2,VIP guest,Agent C,,BKG75966,Screen 2,,save10,10
ORD102869,CUST51897,Sangeetha K,sangeetha720@example.com,12345,Hidden Truths,PVR Phoenix,Ahmedabad,19-02-2025,23:15,10-02-2025,premium ,0,624.04,,3866.51,Online,Pending,Online,,3,VIP guest,Agent B,FALSE,BKG60113,Screen 2,Family,NEW50,50
ORD100241,CUST63447,John Doe,john434@example.com,12345,Hidden Truths,Inox Mall,Pune,11-10-2023,10:00,25-09-2023,premium ,-1,365.1,10,,card,Paid,Third-Party,,-1,Cancelled,Agent A,FALSE,BKG26749,Screen 3,Combo,save10,10
ORD109382,CUST43687,Amit Sharma,amit335@example.com,98765 43210,Midnight Sonata,Cinepolis Plaza,Hyderabad,03-06-2024,13:00,27-05-2024,Premium,2,298.4,50,278.4,card,Pending,,"C4,B7",2,VIP guest,Agent B,FALSE,BKG55237,Screen 2,Combo,FREESNACK,50
ORD105958,CUST23736,,user611@example.com,12345,Hidden Truths,Regal Cinema,Kolkata,02-08-2023,21:15,26-07-2023,Balcony,1,1075.23,25,816.42,,Paid,online,B4,5,VIP guest,Agent A,FALSE,BKG46966,Screen 2,Combo,FREESNACK,200
ORD101479,CUST42856,Sangeetha K,sangeetha388@example.com,9.16638E+11,The Last Frontier,,Ahmedabad,14-01-2019,21:30,02-01-2019,VIP,3,494.7,15,1241.49,Cahs,Failed,Online,"A19,B1,A24",6,Cancelled,Agent A,FALSE,BKG98348,Screen 1,Family,FREESNACK,
ORD109051,CUST3629,Ravi Kumar,ravi818@example.com,98765 43210,Ocean's Whisper,Grand Theatre,Kolkata,06-05-2019,23:30,22-04-2019,Balcony,,1076.09,50,,Cahs,,Online,,,,Agent C,,BKG93861,Screen 1,Combo,FREESNACK,10
ORD109906,CUST93790,John Doe,,98765 43210,Final Alarm,Inox Mall,Pune,11-02-2023,12:45,03-02-2023,VIP,,1366.28,5,,Online,,third party,,-1,,Agent B,TRUE,BKG86802,,,,50
ORD108910,CUST20930,Sangeetha K,sangeetha257@example.com,12345,Midnight Sonata,PVR Phoenix,,23-02-2020,14:00,29-01-2020,VIP,1,196.69,5,166.86,,Pending,Third-Party,C18,4,,Agent A,FALSE,BKG98946,,,save10,100
ORD100786,CUST56145,Sangeetha K,sangeetha524@example.com,98765 43210,Midnight Sonata,Cinepolis Plaza,Hyderabad,02-01-2024,09:45,19-12-2023,Regular,0,580.97,15,,UPI,Failed,,,1,VIP guest,,TRUE,BKG94372,Screen 1,,FREESNACK,100
ORD101597,CUST37921,Sangeetha K,sangeetha315@example.com,98765 43210,Broken Strings,,Ahmedabad,18-08-2024,19:00,19-07-2024,VIP,-1,1188.79,10,,Online,,Online,,3,Cancelled,Agent A,,BKG62363,,,FREESNACK,10
ORD100170,CUST20356,,user295example.com,9.1898E+11,House of Tricks,Regal Cinema,Ahmedabad,04-04-2019,14:15,12-03-2019,Premium,,1022.82,25,,card,Pending,,,1,Cancelled,Agent A,,BKG47226,Screen 2,Family,NEW50,50
ORD106632,CUST67936,,user672@example.com,9.18132E+11,House of Tricks,Cinepolis Plaza,,18-03-2022,18:30,05-03-2022,Reguler,3,1089.7,50,1634.55,Cash,Paid,third party,"C13,C18,A22",5,Late arrival,,TRUE,BKG69918,Screen 3,Single,FREESNACK,
ORD103266,CUST21957,,user462@example.com,,Love & Pixels,,Hyderabad,15-03-2021,21:30,27-02-2021,premium ,1,467.9,25,330.92,Card,Pending,third party,B30,,Cancelled,Agent A,FALSE,BKG91914,Screen 3,Family,FREESNACK,0
ORD100677,CUST2558,,user327@example.com,,The Last Frontier,,Delhi,14-05-2020,18:15,19-04-2020,Regular,2,1392.46,10,2486.42,Online,Failed,Box Office,"C28,B12",2,Late arrival,,TRUE,BKG79614,Screen 3,Single,NEW50,
ORD100896,CUST18454,John Doe,john615@example.com,9.16072E+11,House of Tricks,,Bengaluru,11-08-2021,20:15,11-08-2021,Reguler,-1,746.51,-5,,UPI,Paid,Third-Party,,5,Cancelled,Agent B,TRUE,BKG32902,Screen 2,Single,,
ORD101127,CUST66482,,user173@example.com,,Broken Strings,Regal Cinema,Ahmedabad,23-07-2019,10:30,02-07-2019,Premium,-1,1180.25,10,,Card,Paid,third party,,,Cancelled,,,BKG74337,,Combo,,100
ORD103449,CUST10539,Sangeetha K,sangeetha800@example.com,98765 43210,Final Alarm,Regal Cinema,Bengaluru,20-08-2021,18:30,26-07-2021,Balcony,3,374.67,5,1047.8,UPI,Paid,Box Office,"A24,C14,B21",4,Late arrival,Agent C,,BKG65141,Screen 2,,FREESNACK,50
ORD102775,CUST4427,Priya Singh,priya94@example.com,12345,Midnight Sonata,Inox Mall,Ahmedabad,16-06-2022,22:30,03-06-2022,,,1394.23,10,,Cash,Failed,online,,1,Cancelled,Agent B,,BKG53440,,,save10,0
ORD101376,CUST5462,John Doe,john867@example.com,9.19974E+11,Space Riders,Cinepolis Plaza,Mumbai,17-12-2019,14:30,17-11-2019,Reguler,3,0,50,10,,Failed,Box Office,"B13,C7,B9",5,,Agent C,,BKG54148,,,save10,0
ORD105242,CUST73493,,user47@example.com,98765 43210,Ocean's Whisper,Inox Mall,Delhi,07-10-2019,22:45,27-09-2019,Reguler,,149.6,5,,card,Paid,third party,,2,VIP guest,Agent A,TRUE,BKG39470,Screen 2,Single,FREESNACK,10
ORD105542,CUST88830,Priya Singh,priya816@example.com,98765 43210,The Last Frontier,Inox Mall,,05-05-2021,22:45,13-04-2021,premium ,-1,,10,,Card,Pending,third party,,,,,,BKG59543,,,FREESNACK,200
ORD104126,CUST91725,Amit Sharma,amit875@example.com,9.18969E+11,Final Alarm,Inox Mall,,04-05-2024,17:30,28-04-2024,Premium,3,410.64,25,923.95,Cash,Paid,Online,"C26,A24,C5",4,,,TRUE,BKG22647,,Combo,NEW50,0
ORD106030,CUST9261,John Doe,john110@example.com,9.16803E+11,Final Alarm,Grand Theatre,,04-11-2022,14:30,29-10-2022,VIP,2,244.36,15,425.42,Online,Pending,Third-Party,"A27,B3",2,VIP guest,Agent A,TRUE,BKG29996,Screen 2,,NEW50,200
ORD104573,CUST39292,Priya Singh,priya927@example.com,,,Grand Theatre,Bengaluru,22-05-2021,09:00,07-05-2021,premium ,3,1094.33,5,3128.83,,,,"C4,C24,C3",1,Cancelled,,FALSE,BKG76726,Screen 2,Family,FREESNACK,50
ORD107200,CUST64662,,user926@example.com,12345,Hidden Truths,Regal Cinema,Hyderabad,30-08-2022,23:30,12-08-2022,premium ,0,1001.27,50,,Card,Pending,online,,3,Cancelled,,FALSE,BKG52771,Screen 1,,,100
ORD101617,CUST4903,,user818@example.com,12345,Hidden Truths,Grand Theatre,Delhi,02-09-2023,23:00,12-08-2023,Reguler,0,1343.21,0,,card,Paid,Third-Party,,1,,Agent B,FALSE,BKG33199,,Combo,,10
ORD109746,CUST13391,,user535example.com,12345,Final Alarm,Grand Theatre,Delhi,20-12-2021,09:00,01-12-2021,Regular,,485.47,,,card,Failed,third party,,5,Cancelled,,,BKG65364,Screen 2,Single,FREESNACK,200
ORD101895,CUST68529,Amit Sharma,amit237@example.com,98765 43210,Broken Strings,Cinepolis Plaza,Kolkata,21-02-2023,13:30,29-01-2023,,3,202.12,10,555.72,card,,,"C27,A10,B26",-1,Cancelled,Agent A,FALSE,BKG63482,,,save10,100
ORD109280,CUST93537,Sangeetha K,sangeetha320@example.com,9.19807E+11,House of Tricks,PVR Phoenix,Chennai,17-06-2019,11:30,22-05-2019,premium ,0,240.44,-5,,Cahs,Paid,online,,6,VIP guest,Agent C,,BKG50545,Screen 3,,NEW50,50
ORD102129,CUST29694,John Doe,john611@example.com,12345,Broken Strings,,Delhi,19-12-2024,21:45,29-11-2024,Premium,3,520.82,-5,1640.59,,,Third-Party,"B15,A10,C26",-1,Late arrival,,,BKG69678,Screen 2,Single,NEW50,50
ORD109974,CUST64568,Ravi Kumar,ravi225@example.com,9.19773E+11,The Last Frontier,Inox Mall,,02-10-2021,22:15,12-09-2021,Premium,0,741.27,25,,card,Pending,online,,6,Late arrival,Agent B,TRUE,BKG91355,,Family,save10,50
ORD102792,CUST89035,,user20@example.com,12345,Hidden Truths,Inox Mall,Hyderabad,17-01-2024,23:45,03-01-2024,premium ,4,937.97,0,3751.86,,Paid,Box Office,"B7,A8,B5,B25",,,Agent B,,BKG54639,,Combo,,0
ORD100635,CUST5762,Ravi Kumar,ravi486@example.com,,Broken Strings,Regal Cinema,Chennai,24-11-2019,21:15,20-11-2019,premium ,-1,540.57,0,,UPI,,,,6,VIP guest,Agent B,FALSE,BKG99776,Screen 3,Combo,NEW50,100
ORD104716,CUST42341,Amit Sharma,amit84@example.com,,Broken Strings,Cinepolis Plaza,Delhi,05-02-2019,12:15,08-01-2019,Reguler,0,805.69,-5,,Card,Paid,,,6,Late arrival,Agent C,,BKG16691,Screen 2,Combo,save10,
